Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,s/p,P1,P2,P3,P4,P5,P6,P7,P8,Column,"Bodily, Interpersonal, Intrapersonal,",30,Athlete,"P3,P6,P7,",Column2,Column3,set1,"P3,P6,P7,2",set12
,0.07042253521126761,0.0,0.39999999999999997,0.0,0.46666666666666673,0.7333333333333334,0.8,0.49999999999999994,0.8666666666666667,0.9500000000000001,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.30869686023895526,0.46666666666666673,0.06666666666666671,0.46666666666666673,0.7333333333333334,0.7333333333333334,0.49999999999999994,0.8666666666666667,0.9500000000000001,0.30869686023895526,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.6173937204779105,0.5333333333333334,0.13333333333333336,0.46666666666666673,0.7333333333333334,0.6666666666666667,0.49999999999999994,0.8666666666666667,0.9500000000000001,0.6173937204779105,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.8152264517921645,0.6000000000000001,0.2,0.46666666666666673,0.7333333333333334,0.9333333333333333,0.49999999999999994,0.8666666666666667,0.9500000000000001,0.8152264517921645,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.8460683523200888,0.5333333333333334,0.26666666666666666,0.46666666666666673,0.7333333333333334,1.0,0.49999999999999994,0.9333333333333333,0.9500000000000001,0.8460683523200888,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.8769102528480133,0.46666666666666673,0.2,0.46666666666666673,0.7333333333333334,0.8,0.49999999999999994,0.9333333333333333,0.9500000000000001,0.8769102528480133,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.9077521533759377,0.39999999999999997,0.13333333333333336,0.46666666666666673,0.7333333333333334,0.7333333333333334,0.49999999999999994,0.9333333333333333,0.9500000000000001,0.9077521533759377,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.9385940539038621,0.6000000000000001,0.06666666666666671,0.46666666666666673,0.7333333333333334,0.6666666666666667,0.49999999999999994,0.9333333333333333,0.9500000000000001,0.9385940539038621,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.9694359544317865,0.39999999999999997,0.0,0.46666666666666673,0.7333333333333334,0.9333333333333333,0.49999999999999994,0.9333333333333333,0.9500000000000001,0.9694359544317865,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.0002778549597110308,0.46666666666666673,0.0,0.5333333333333334,0.7333333333333334,1.0,0.5555555555555556,0.9333333333333333,0.9500000000000001,0.0002778549597110308,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.031119755487635452,0.5333333333333334,0.06666666666666671,0.5333333333333334,0.7333333333333334,0.8,0.5555555555555556,0.9333333333333333,0.9500000000000001,0.031119755487635452,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.06196165601555987,0.6000000000000001,0.13333333333333336,0.5333333333333334,0.7333333333333334,0.7333333333333334,0.5555555555555556,0.9333333333333333,0.9500000000000001,0.06196165601555987,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.0928035565434843,0.5333333333333334,0.2,0.5333333333333334,0.8,0.6666666666666667,0.5555555555555556,0.9333333333333333,0.9500000000000001,0.0928035565434843,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.12364545707140871,0.46666666666666673,0.26666666666666666,0.5333333333333334,0.8,0.9333333333333333,0.5555555555555556,0.9333333333333333,0.9500000000000001,0.12364545707140871,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.15448735759933313,0.39999999999999997,0.2,0.5333333333333334,0.8,1.0,0.5555555555555556,0.9333333333333333,0.9,0.15448735759933313,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.18532925812725756,0.6000000000000001,0.13333333333333336,0.5333333333333334,0.8,0.6666666666666667,0.5555555555555556,0.9333333333333333,0.9,0.18532925812725756,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.21617115865518197,0.39999999999999997,0.06666666666666671,0.5333333333333334,0.8,0.6666666666666667,0.5555555555555556,1.0,0.9,0.21617115865518197,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.2470130591831064,0.46666666666666673,0.0,0.5333333333333334,0.8666666666666667,0.7333333333333334,0.5555555555555556,1.0,0.9,0.2470130591831064,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.2778549597110308,0.5333333333333334,0.0,0.5333333333333334,0.8666666666666667,0.7333333333333334,0.5555555555555556,1.0,0.9,0.2778549597110308,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.30897471519866626,0.6000000000000001,0.06666666666666671,0.6000000000000001,0.8666666666666667,0.8,0.6111111111111112,1.0,0.9,0.30897471519866626,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.33981661572659067,0.5333333333333334,0.13333333333333336,0.6000000000000001,0.8666666666666667,0.7333333333333334,0.6111111111111112,1.0,0.9,0.33981661572659067,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.3706585162545151,0.46666666666666673,0.2,0.6000000000000001,0.8666666666666667,0.6666666666666667,0.6111111111111112,0.7333333333333334,0.9,0.3706585162545151,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.40150041678243953,0.39999999999999997,0.26666666666666666,0.6000000000000001,0.8666666666666667,0.9333333333333333,0.6111111111111112,0.7333333333333334,0.9,0.40150041678243953,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.43234231731036393,0.6000000000000001,0.2,0.6000000000000001,0.8666666666666667,1.0,0.6111111111111112,0.7333333333333334,0.9,0.43234231731036393,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.4631842178382884,0.39999999999999997,0.13333333333333336,0.6000000000000001,0.8666666666666667,0.7333333333333334,0.6111111111111112,0.7333333333333334,0.9500000000000001,0.4631842178382884,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.4940261183662128,0.46666666666666673,0.06666666666666671,0.6000000000000001,0.9333333333333333,0.7333333333333334,0.6111111111111112,0.7333333333333334,1.0,0.4940261183662128,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.5248680188941373,0.5333333333333334,0.0,0.6000000000000001,0.9333333333333333,0.8,0.6111111111111112,0.7333333333333334,1.0,0.5248680188941373,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.5557099194220616,0.6000000000000001,0.0,0.6000000000000001,0.9333333333333333,0.8,0.6111111111111112,0.7333333333333334,1.0,0.5557099194220616,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.5865518199499861,0.5333333333333334,0.0,0.6000000000000001,0.9333333333333333,0.7333333333333334,0.6111111111111112,0.7333333333333334,1.0,0.5865518199499861,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.6176715754376215,0.46666666666666673,0.06666666666666671,0.6000000000000001,0.9333333333333333,0.6666666666666667,0.6111111111111112,0.7333333333333334,1.0,0.6176715754376215,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.648513475965546,0.39999999999999997,0.13333333333333336,0.6000000000000001,0.9333333333333333,0.9333333333333333,0.6111111111111112,0.7333333333333334,1.0,0.648513475965546,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.6793553764934703,0.6000000000000001,0.2,0.6000000000000001,0.9333333333333333,1.0,0.6111111111111112,0.7333333333333334,1.0,0.6793553764934703,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.7101972770213948,0.39999999999999997,0.26666666666666666,0.6000000000000001,0.9333333333333333,0.8,0.6111111111111112,0.7333333333333334,1.0,0.7101972770213948,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.7410391775493193,0.46666666666666673,0.2,0.6000000000000001,0.9333333333333333,0.8,0.6111111111111112,0.7333333333333334,1.0,0.7410391775493193,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.7718810780772436,0.5333333333333334,0.13333333333333336,0.39999999999999997,0.9333333333333333,0.8,0.6111111111111112,0.7333333333333334,1.0,0.7718810780772436,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.8027229786051681,0.6000000000000001,0.06666666666666671,0.39999999999999997,0.9333333333333333,0.7333333333333334,0.6111111111111112,0.7333333333333334,1.0,0.8027229786051681,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.8060572381217004,0.5333333333333334,0.0,0.39999999999999997,1.0,0.6666666666666667,0.6111111111111112,0.7333333333333334,1.0,0.8060572381217004,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.8091136426785217,0.46666666666666673,0.2,0.39999999999999997,1.0,0.9333333333333333,0.5555555555555556,0.7333333333333334,1.0,0.8091136426785217,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
,0.07042253521126761,0.8121700472353431,0.39999999999999997,0.0,0.39999999999999997,1.0,1.0,0.5555555555555556,0.7333333333333334,1.0,0.8121700472353431,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,,,,
